case_id,split,topology_family,rendering_family,condition,treatment,architecture,selected_event_exact,verifier_status,abstained,projection_error,answer,expected_answer,answer_correct,silent_wrong_use,unsafe_disclosure,false_denial
X03-F03-field,development,world_fork_without_mind_copy,elliptical,field_corruption,structured_only,T_typed,0,correct,0,0,'gray','red',0,1,0,0
X03-F03-omitted,development,world_fork_without_mind_copy,elliptical,candidate_omitted,structured_only,G_generic,0,correct,0,0,'gray','red',0,1,0,0
X03-F03-omitted,development,world_fork_without_mind_copy,elliptical,candidate_omitted,structured_only,T_typed,0,correct,0,0,'gray','red',0,1,0,0
X03-F03-raw-unavailable,development,world_fork_without_mind_copy,elliptical,raw_unavailable,structured_only,G_generic,0,abstain,0,0,'gray','red',0,1,0,0
X03-F03-raw-unavailable,development,world_fork_without_mind_copy,elliptical,raw_unavailable,structured_only,T_typed,0,abstain,0,0,'gray','red',0,1,0,0
X04-F04-clean,development,unsynchronized_same_principal_replicas,explicit,clean,structured_only,G_generic,1,accept,0,0,'disbelieve','disbelieve',1,0,0,0
X04-F04-clean,development,unsynchronized_same_principal_replicas,explicit,clean,structured_only,T_typed,1,accept,0,0,'disbelieve','disbelieve',1,0,0,0
X04-F04-field,development,unsynchronized_same_principal_replicas,explicit,field_corruption,structured_only,G_generic,0,correct,0,0,'believe','disbelieve',0,1,0,0
X04-F04-field,development,unsynchronized_same_principal_replicas,explicit,field_corruption,structured_only,T_typed,0,correct,0,0,'believe','disbelieve',0,1,0,0
X04-F04-omitted,development,unsynchronized_same_principal_replicas,explicit,candidate_omitted,structured_only,G_generic,0,correct,0,0,'unknown','disbelieve',0,1,0,0
X04-F04-omitted,development,unsynchronized_same_principal_replicas,explicit,candidate_omitted,structured_only,T_typed,0,correct,0,0,'unknown','disbelieve',0,1,0,0
X04-F04-raw-unavailable,development,unsynchronized_same_principal_replicas,explicit,raw_unavailable,structured_only,G_generic,0,abstain,0,0,'believe','disbelieve',0,1,0,0
X04-F04-raw-unavailable,development,unsynchronized_same_principal_replicas,explicit,raw_unavailable,structured_only,T_typed,0,abstain,0,0,'believe','disbelieve',0,1,0,0
X05-F05-clean,development,identity_fork_copy_attribution,conversational,clean,structured_only,G_generic,1,accept,0,0,'evidence_copy','evidence_copy',1,0,0,0
X05-F05-clean,development,identity_fork_copy_attribution,conversational,clean,structured_only,T_typed,1,accept,0,0,'evidence_copy','evidence_copy',1,0,0,0
X05-F05-field,development,identity_fork_copy_attribution,conversational,field_corruption,structured_only,G_generic,0,correct,0,0,'attributed_report','evidence_copy',0,1,0,0
X05-F05-field,development,identity_fork_copy_attribution,conversational,field_corruption,structured_only,T_typed,0,correct,0,0,'attributed_report','evidence_copy',0,1,0,0
X05-F05-omitted,development,identity_fork_copy_attribution,conversational,candidate_omitted,structured_only,G_generic,0,correct,0,0,'unknown','evidence_copy',0,1,0,0
X05-F05-omitted,development,identity_fork_copy_attribution,conversational,candidate_omitted,structured_only,T_typed,0,correct,0,0,'unknown','evidence_copy',0,1,0,0
X05-F05-raw-unavailable,development,identity_fork_copy_attribution,conversational,raw_unavailable,structured_only,G_generic,0,abstain,0,0,'attributed_report','evidence_copy',0,1,0,0
X05-F05-raw-unavailable,development,identity_fork_copy_attribution,conversational,raw_unavailable,structured_only,T_typed,0,abstain,0,0,'attributed_report','evidence_copy',0,1,0,0
X06-F06-clean,development,receive_accept_reject,elliptical,clean,structured_only,G_generic,1,accept,0,0,True,True,1,0,0,0
X06-F06-clean,development,receive_accept_reject,elliptical,clean,structured_only,T_typed,1,accept,0,0,True,True,1,0,0,0
X06-F06-field,development,receive_accept_reject,elliptical,field_corruption,structured_only,G_generic,0,correct,0,0,False,True,0,1,0,0
X06-F06-field,development,receive_accept_reject,elliptical,field_corruption,structured_only,T_typed,0,correct,0,0,False,True,0,1,0,0
X06-F06-omitted,development,receive_accept_reject,elliptical,candidate_omitted,structured_only,G_generic,0,correct,0,0,False,True,0,1,0,0
X06-F06-omitted,development,receive_accept_reject,elliptical,candidate_omitted,structured_only,T_typed,0,correct,0,0,False,True,0,1,0,0
X06-F06-raw-unavailable,development,receive_accept_reject,elliptical,raw_unavailable,structured_only,G_generic,0,abstain,0,0,False,True,0,1,0,0
X06-F06-raw-unavailable,development,receive_accept_reject,elliptical,raw_unavailable,structured_only,T_typed,0,abstain,0,0,False,True,0,1,0,0
X07-F07-clean,development,exposure_policy_lifecycle,explicit,clean,structured_only,G_generic,1,accept,0,0,False,False,1,0,0,0
X07-F07-clean,development,exposure_policy_lifecycle,explicit,clean,structured_only,T_typed,1,accept,0,0,False,False,1,0,0,0
X07-F07-field,development,exposure_policy_lifecycle,explicit,field_corruption,structured_only,G_generic,0,correct,0,0,True,False,0,1,0,0
X07-F07-field,development,exposure_policy_lifecycle,explicit,field_corruption,structured_only,T_typed,0,correct,0,0,True,False,0,1,0,0
X07-F07-omitted,development,exposure_policy_lifecycle,explicit,candidate_omitted,structured_only,G_generic,0,correct,0,0,True,False,0,1,0,0
X07-F07-omitted,development,exposure_policy_lifecycle,explicit,candidate_omitted,structured_only,T_typed,0,correct,0,0,True,False,0,1,0,0
X07-F07-raw-unavailable,development,exposure_policy_lifecycle,explicit,raw_unavailable,structured_only,G_generic,0,abstain,0,0,True,False,0,1,0,0
X07-F07-raw-unavailable,development,exposure_policy_lifecycle,explicit,raw_unavailable,structured_only,T_typed,0,abstain,0,0,True,False,0,1,0,0
