fault_id,fault_class,description,fixture_id,archetype,target_event_id,query_id,target,system,gold,prediction,affected_by_declared_target,fault_has_observed_semantic_effect,correct,detected,localized_target,silent_wrong,contained,finding_codes,localized_ids,local_checks,cross_checks
adoption_before_receipt,enforceable,move adoption before receipt,f07,receipt_and_rejection,f07-e10,f07-q02,attribution,generic_basic,attributed_report,attributed_report,0,0,1,0,0,0,0,,,20,0
adoption_before_receipt,enforceable,move adoption before receipt,f07,receipt_and_rejection,f07-e10,f07-q01,attitude,generic_audited,disbelieve:true,abstain:fault,1,0,0,1,1,0,1,attitude_without_prior_exposure,f07-e10,40,9
adoption_before_receipt,enforceable,move adoption before receipt,f07,receipt_and_rejection,f07-e10,f07-q02,attribution,generic_audited,attributed_report,attributed_report,0,0,1,1,1,0,0,attitude_without_prior_exposure,f07-e10,40,9
adoption_before_receipt,enforceable,move adoption before receipt,f07,receipt_and_rejection,f07-e10,f07-q01,attitude,typed,disbelieve:true,abstain:fault,1,0,0,1,1,0,1,attitude_without_prior_exposure,f07-e10,50,19
adoption_before_receipt,enforceable,move adoption before receipt,f07,receipt_and_rejection,f07-e10,f07-q02,attribution,typed,attributed_report,attributed_report,0,0,1,1,1,0,0,attitude_without_prior_exposure,f07-e10,50,19
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q01,available,generic_basic,yes,yes,1,0,1,0,0,0,0,,,26,0
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q02,available,generic_basic,no,no,1,0,1,0,0,0,0,,,26,0
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q03,ever_exposed,generic_basic,no,no,1,0,1,0,0,0,0,,,26,0
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q04,attribution,generic_basic,same_principal_snapshot_inheritance,same_principal_snapshot_inheritance,1,0,1,0,0,0,0,,,26,0
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q01,available,generic_audited,yes,abstain:fault,1,0,0,1,1,0,1,snapshot_member_after_cutoff,f04-e07|f04-e09,52,26
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q02,available,generic_audited,no,abstain:fault,1,0,0,1,1,0,1,snapshot_member_after_cutoff,f04-e07|f04-e09,52,26
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q03,ever_exposed,generic_audited,no,abstain:fault,1,0,0,1,1,0,1,snapshot_member_after_cutoff,f04-e07|f04-e09,52,26
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q04,attribution,generic_audited,same_principal_snapshot_inheritance,abstain:fault,1,0,0,1,1,0,1,snapshot_member_after_cutoff,f04-e07|f04-e09,52,26
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q01,available,typed,yes,abstain:fault,1,0,0,1,1,0,1,snapshot_member_after_cutoff,f04-e07|f04-e09,65,40
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q02,available,typed,no,abstain:fault,1,0,0,1,1,0,1,snapshot_member_after_cutoff,f04-e07|f04-e09,65,40
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q03,ever_exposed,typed,no,abstain:fault,1,0,0,1,1,0,1,snapshot_member_after_cutoff,f04-e07|f04-e09,65,40
snapshot_includes_post_cutoff,enforceable,add post-cutoff object to snapshot,f04,restore_with_recovery_gap,f04-e09,f04-q04,attribution,typed,same_principal_snapshot_inheritance,abstain:fault,1,0,0,1,1,0,1,snapshot_member_after_cutoff,f04-e07|f04-e09,65,40
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q01,attribution,generic_basic,same_principal_state_replication,same_principal_state_replication,0,0,1,0,0,0,0,,,24,0
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q02,merge_eligible,generic_basic,yes,yes,0,0,1,0,0,0,0,,,24,0
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q03,attitude,generic_basic,believe:true,believe:true,0,0,1,0,0,0,0,,,24,0
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q04,available,generic_basic,yes,yes,0,0,1,0,0,0,0,,,24,0
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q01,attribution,generic_audited,same_principal_state_replication,abstain:fault,0,0,0,1,1,0,1,lineage_cycle,f02-e07|f02-fault-cycle,48,28
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q02,merge_eligible,generic_audited,yes,abstain:fault,0,0,0,1,1,0,1,lineage_cycle,f02-e07|f02-fault-cycle,48,28
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q03,attitude,generic_audited,believe:true,believe:true,0,0,1,1,1,0,0,lineage_cycle,f02-e07|f02-fault-cycle,48,28
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q04,available,generic_audited,yes,yes,0,0,1,1,1,0,0,lineage_cycle,f02-e07|f02-fault-cycle,48,28
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q01,attribution,typed,same_principal_state_replication,abstain:fault,0,0,0,1,1,0,1,lineage_cycle,f02-e07|f02-fault-cycle,60,40
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q02,merge_eligible,typed,yes,abstain:fault,0,0,0,1,1,0,1,lineage_cycle,f02-e07|f02-fault-cycle,60,40
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q03,attitude,typed,believe:true,believe:true,0,0,1,1,1,0,0,lineage_cycle,f02-e07|f02-fault-cycle,60,40
lineage_cycle,enforceable,add reverse lineage edge,f02,authorized_operational_replica,f02-fault-cycle,f02-q04,available,typed,yes,yes,0,0,1,1,1,0,0,lineage_cycle,f02-e07|f02-fault-cycle,60,40
branch_cycle,enforceable,make root a child of child,f05,world_fork_delayed_pre_fork_import,f05-e01,f05-q01,world,generic_basic,old,old,0,0,1,0,0,0,0,,,10,0
branch_cycle,enforceable,make root a child of child,f05,world_fork_delayed_pre_fork_import,f05-e01,f05-q02,world,generic_basic,child-new,child-new,0,0,1,0,0,0,0,,,10,0
branch_cycle,enforceable,make root a child of child,f05,world_fork_delayed_pre_fork_import,f05-e01,f05-q03,world,generic_basic,parent-new,parent-new,0,0,1,0,0,0,0,,,10,0
branch_cycle,enforceable,make root a child of child,f05,world_fork_delayed_pre_fork_import,f05-e01,f05-q01,world,generic_audited,old,abstain:fault,0,0,0,1,1,0,1,branch_cycle,f05-e01|f05-e02,20,2
branch_cycle,enforceable,make root a child of child,f05,world_fork_delayed_pre_fork_import,f05-e01,f05-q02,world,generic_audited,child-new,abstain:fault,0,0,0,1,1,0,1,branch_cycle,f05-e01|f05-e02,20,2
branch_cycle,enforceable,make root a child of child,f05,world_fork_delayed_pre_fork_import,f05-e01,f05-q03,world,generic_audited,parent-new,parent-new,0,0,1,1,1,0,0,branch_cycle,f05-e01|f05-e02,20,2
branch_cycle,enforceable,make root a child of child,f05,world_fork_delayed_pre_fork_import,f05-e01,f05-q01,world,typed,old,abstain:fault,0,0,0,1,1,0,1,branch_cycle,f05-e01|f05-e02,25,7
branch_cycle,enforceable,make root a child of child,f05,world_fork_delayed_pre_fork_import,f05-e01,f05-q02,world,typed,child-new,abstain:fault,0,0,0,1,1,0,1,branch_cycle,f05-e01|f05-e02,25,7
branch_cycle,enforceable,make root a child of child,f05,world_fork_delayed_pre_fork_import,f05-e01,f05-q03,world,typed,parent-new,parent-new,0,0,1,1,1,0,0,branch_cycle,f05-e01|f05-e02,25,7
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q01,attitude,generic_basic,believe:true,believe:true,0,1,1,0,0,0,0,,,32,0
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q02,attribution,generic_basic,evidence_copy,evidence_copy,0,1,1,0,0,0,0,,,32,0
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q03,disclose,generic_basic,yes,no,1,1,0,0,0,1,0,,,32,0
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q04,justification,generic_basic,family-camera,withhold,1,1,0,0,0,1,0,,,32,0
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q05,ever_exposed,generic_basic,yes,yes,0,1,1,0,0,0,0,,,32,0
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q01,attitude,generic_audited,believe:true,believe:true,0,1,1,1,1,0,0,missing_required_field,f01-e13,64,21
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q02,attribution,generic_audited,evidence_copy,evidence_copy,0,1,1,1,1,0,0,missing_required_field,f01-e13,64,21
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q03,disclose,generic_audited,yes,abstain:fault,1,1,0,1,1,0,1,missing_required_field,f01-e13,64,21
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q04,justification,generic_audited,family-camera,abstain:fault,1,1,0,1,1,0,1,missing_required_field,f01-e13,64,21
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q05,ever_exposed,generic_audited,yes,yes,0,1,1,1,1,0,0,missing_required_field,f01-e13,64,21
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q01,attitude,typed,believe:true,believe:true,0,1,1,1,1,0,0,missing_required_field,f01-e13,80,36
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q02,attribution,typed,evidence_copy,evidence_copy,0,1,1,1,1,0,0,missing_required_field,f01-e13,80,36
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q03,disclose,typed,yes,abstain:fault,1,1,0,1,1,0,1,missing_required_field,f01-e13,80,36
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q04,justification,typed,family-camera,abstain:fault,1,1,0,1,1,0,1,missing_required_field,f01-e13,80,36
missing_required_source_family,enforceable,remove required source family,f01,identity_fork_copy_public_backup,f01-e13,f01-q05,ever_exposed,typed,yes,yes,0,1,1,1,1,0,0,missing_required_field,f01-e13,80,36
duplicate_event_id,enforceable,duplicate identifier with a second row,f13,ordinary_temporal_update_control,f13-e03,f13-q01,world,generic_basic,seoul,seoul,0,0,1,1,1,0,0,duplicate_event_id,f13-e03,8,0
duplicate_event_id,enforceable,duplicate identifier with a second row,f13,ordinary_temporal_update_control,f13-e03,f13-q02,world,generic_basic,busan,abstain:fault,1,0,0,1,1,0,1,duplicate_event_id,f13-e03,8,0
duplicate_event_id,enforceable,duplicate identifier with a second row,f13,ordinary_temporal_update_control,f13-e03,f13-q01,world,generic_audited,seoul,seoul,0,0,1,1,1,0,0,duplicate_event_id,f13-e03,16,1
duplicate_event_id,enforceable,duplicate identifier with a second row,f13,ordinary_temporal_update_control,f13-e03,f13-q02,world,generic_audited,busan,abstain:fault,1,0,0,1,1,0,1,duplicate_event_id,f13-e03,16,1
duplicate_event_id,enforceable,duplicate identifier with a second row,f13,ordinary_temporal_update_control,f13-e03,f13-q01,world,typed,seoul,seoul,0,0,1,1,1,0,0,duplicate_event_id,f13-e03,20,5
duplicate_event_id,enforceable,duplicate identifier with a second row,f13,ordinary_temporal_update_control,f13-e03,f13-q02,world,typed,busan,abstain:fault,1,0,0,1,1,0,1,duplicate_event_id,f13-e03,20,5
