question_id,question_type,n_sessions,n_target_sessions,recall_any@1,recall_all@1,ndcg_any@1,recall_any@3,recall_all@3,ndcg_any@3,recall_any@5,recall_all@5,ndcg_any@5,recall_any@10,recall_all@10,ndcg_any@10,recall_any@30,recall_all@30,ndcg_any@30,recall_any@50,recall_all@50,ndcg_any@50
0862e8bf,single-session-user,50,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
853b0a1d,single-session-user,52,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
a06e4cfe,single-session-user,53,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37d43f65,single-session-user,49,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b86304ba,single-session-user,41,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
d52b4f67,single-session-user,52,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25e5aa4f,single-session-user,45,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
caf9ead2,single-session-user,43,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8550ddae,single-session-user,42,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60d45044,single-session-user,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.18790182470910757
3f1e9474,single-session-user,52,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86b68151,single-session-user,47,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
577d4d32,single-session-user,46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ec81a493,single-session-user,51,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15745da0,single-session-user,47,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
e01b8e2f,single-session-user,53,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306
bc8a6e93,single-session-user,48,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ccb36322,single-session-user,46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
001be529,single-session-user,51,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b320f3f8,single-session-user,46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19b5f2b3,single-session-user,43,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4fd1909e,single-session-user,55,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
545bd2b5,single-session-user,44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8a137a7f,single-session-user,51,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76d63226,single-session-user,48,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86f00804,single-session-user,43,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8e9d538c,single-session-user,48,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
311778f1,single-session-user,52,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
c19f7a0b,single-session-user,46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4100d0a0,single-session-user,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23137821315975915,1.0,1.0,0.23137821315975915
29f2956b,single-session-user,47,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1faac195,single-session-user,45,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
faba32e5,single-session-user,46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f4f1d8a4,single-session-user,52,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
c14c00dd,single-session-user,51,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36580ce8,single-session-user,55,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3d86fd0a,single-session-user,55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27894294565112987,1.0,1.0,0.27894294565112987
a82c026e,single-session-user,47,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0a995998,multi-session,44,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6d550036,multi-session,47,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13755548414400529,1.0,0.0,0.13755548414400529,1.0,0.0,0.2870651598087384,1.0,1.0,0.350381771414102
gpt4_59c863d7,multi-session,47,4,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,1.0,0.9360403422435027,1.0,1.0,0.9360403422435027,1.0,1.0,0.9360403422435027,1.0,1.0,0.9360403422435027
b5ef892d,multi-session,52,2,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.6934264036172708,1.0,1.0,0.6934264036172708,1.0,1.0,0.6934264036172708
e831120c,multi-session,47,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3a704032,multi-session,48,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13947147282556493,1.0,1.0,0.2385914044108452
gpt4_d84a3211,multi-session,48,4,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,0.0,0.7984848580994974,1.0,1.0,0.9220433016555235,1.0,1.0,0.9220433016555235,1.0,1.0,0.9220433016555235
aae3761f,multi-session,47,3,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,1.0,0.9502344167898356,1.0,1.0,0.9502344167898356,1.0,1.0,0.9502344167898356,1.0,1.0,0.9502344167898356
gpt4_f2262a51,multi-session,45,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.18168018869566055,1.0,1.0,0.2557828976825241
dd2973ad,multi-session,49,2,1.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75
c4a1ceb8,multi-session,49,4,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,0.0,0.6387878864795979,1.0,1.0,0.876116748136412,1.0,1.0,0.876116748136412,1.0,1.0,0.876116748136412
gpt4_a56e767c,multi-session,48,3,0.0,0.0,0.0,1.0,0.0,0.38009376671593426,1.0,0.0,0.5701406500739014,1.0,0.0,0.5701406500739014,1.0,1.0,0.6596181106739318,1.0,1.0,0.6596181106739318
6cb6f249,multi-session,41,2,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.7153382790366966,1.0,1.0,0.7153382790366966,1.0,1.0,0.7153382790366966,1.0,1.0,0.7153382790366966
46a3abf7,multi-session,50,3,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,0.0,0.7601875334318685,1.0,1.0,0.8955796649110441,1.0,1.0,0.8955796649110441,1.0,1.0,0.8955796649110441
36b9f61e,multi-session,47,3,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,1.0,0.9502344167898356,1.0,1.0,0.9502344167898356,1.0,1.0,0.9502344167898356,1.0,1.0,0.9502344167898356
28dc39ac,multi-session,38,5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt4_2f8be40d,multi-session,46,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23432585823046967,1.0,1.0,0.3195595380401138,1.0,1.0,0.3195595380401138
2e6d26dc,multi-session,54,4,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,0.0,0.6387878864795979,1.0,0.0,0.762346330035624,1.0,1.0,0.8302961309887382,1.0,1.0,0.8302961309887382
gpt4_15e38248,multi-session,46,4,0.0,0.0,0.0,1.0,0.0,0.23981246656813146,1.0,0.0,0.20151514190050246,1.0,0.0,0.20151514190050246,1.0,1.0,0.4195432557199369,1.0,1.0,0.4195432557199369
88432d0a,multi-session,45,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15969697161989949,1.0,0.0,0.15969697161989949,1.0,0.0,0.3138805626733161,1.0,1.0,0.37614929344614684
80ec1f4f,multi-session,46,2,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.6394714728255649,1.0,1.0,0.6394714728255649
d23cf73b,multi-session,51,4,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8403030283801005,1.0,1.0,0.9540734464808885,1.0,1.0,0.9540734464808885,1.0,1.0,0.9540734464808885
gpt4_7fce9456,multi-session,44,5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8596139055669277,1.0,0.0,0.8596139055669277,1.0,1.0,0.9298069527834639,1.0,1.0,0.9298069527834639
d682f1a2,multi-session,47,3,0.0,0.0,0.0,1.0,0.0,0.38009376671593426,1.0,0.0,0.5701406500739014,1.0,0.0,0.5701406500739014,1.0,1.0,0.6612918737972214,1.0,1.0,0.6612918737972214
7024f17c,multi-session,47,2,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.6
gpt4_5501fe77,multi-session,45,3,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,1.0,0.9238850086262381,1.0,1.0,0.9238850086262381,1.0,1.0,0.9238850086262381,1.0,1.0,0.9238850086262381
gpt4_2ba83207,multi-session,53,4,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,1.0,0.9360403422435027,1.0,1.0,0.9360403422435027,1.0,1.0,0.9360403422435027,1.0,1.0,0.9360403422435027
2318644b,multi-session,41,2,0.0,0.0,0.0,1.0,0.0,0.31546487678572877,1.0,0.0,0.31546487678572877,1.0,1.0,0.4821315434523954,1.0,1.0,0.4821315434523954,1.0,1.0,0.4821315434523954
2ce6a0f2,multi-session,47,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12355844355602609,1.0,1.0,0.3512914196633678,1.0,1.0,0.35129141966336774
gpt4_d12ceb0e,multi-session,45,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25529836476324147,1.0,1.0,0.33616181361228914,1.0,1.0,0.33616181361228914
00ca467f,multi-session,47,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1138351243484765,1.0,1.0,0.20981448435175656
b3c15d39,multi-session,51,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gpt4_31ff4165,multi-session,42,5,0.0,0.0,0.0,1.0,0.0,0.38009376671593426,1.0,0.0,0.2807721888661444,1.0,0.0,0.4779634622879169,1.0,1.0,0.610578004572083,1.0,1.0,0.610578004572083
eeda8a6d,multi-session,49,2,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.75
2788b940,multi-session,47,4,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8403030283801005,1.0,1.0,0.9364501857286791,1.0,1.0,0.9364501857286791,1.0,1.0,0.9364501857286791
60bf93ed,multi-session,51,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9d25d4e0,multi-session,44,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
129d1232,multi-session,48,3,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,0.0,0.7601875334318685,1.0,1.0,0.9072278740982787,1.0,1.0,0.9072278740982787,1.0,1.0,0.9072278740982787
60472f9c,multi-session,45,2,1.0,0.0,1.0,1.0,1.0,0.8154648767857288,1.0,1.0,0.8154648767857288,1.0,1.0,0.8154648767857288,1.0,1.0,0.8154648767857288,1.0,1.0,0.8154648767857288
gpt4_194be4b3,multi-session,44,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10075757095025123,1.0,0.0,0.16870737190336535,1.0,1.0,0.2948548913241559
a9f6b44c,multi-session,45,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16369747519436975,1.0,0.0,0.16369747519436975,1.0,0.0,0.24554621279155464,1.0,1.0,0.31850852573281746
d851d5ba,multi-session,46,4,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5a7937c8,multi-session,42,3,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,1.0,0.9502344167898356,1.0,1.0,0.9502344167898356,1.0,1.0,0.9502344167898356,1.0,1.0,0.9502344167898356
gpt4_ab202e7f,multi-session,46,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1403860944330722,1.0,1.0,0.5271282559224888,1.0,1.0,0.5271282559224888,1.0,1.0,0.5271282559224888
gpt4_e05b82a6,multi-session,46,4,0.0,0.0,0.0,1.0,0.0,0.38009376671593426,1.0,0.0,0.4569494273838043,1.0,0.0,0.5530965847323829,1.0,1.0,0.6202682986992171,1.0,1.0,0.6202682986992171
gpt4_731e37d7,multi-session,48,3,1.0,0.0,1.0,1.0,0.0,0.38009376671593426,1.0,0.0,0.5701406500739014,1.0,0.0,0.5701406500739014,1.0,1.0,0.6500781389299451,1.0,1.0,0.6500781389299451
edced276,multi-session,46,2,1.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,0.7153382790366966,1.0,1.0,0.7153382790366966,1.0,1.0,0.7153382790366966,1.0,1.0,0.7153382790366966
10d9b85a,multi-session,44,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12797901240490775,1.0,1.0,0.22890355569595766
e3038f8c,multi-session,45,4,0.0,0.0,0.0,1.0,0.0,0.6199062332840657,1.0,0.0,0.5209090851403014,1.0,1.0,0.7354370741913407,1.0,1.0,0.7354370741913407,1.0,1.0,0.7354370741913407
2b8f3739,multi-session,47,3,1.0,0.0,1.0,1.0,0.0,0.38009376671593426,1.0,0.0,0.5701406500739014,1.0,0.0,0.5701406500739014,1.0,1.0,0.6651640917528849,1.0,1.0,0.6651640917528849
1a8a66a6,multi-session,51,3,0.0,0.0,0.0,1.0,0.0,0.38009376671593426,1.0,0.0,0.38009376671593426,1.0,0.0,0.38009376671593426,1.0,1.0,0.5465672979683565,1.0,1.0,0.5465672979683565
c2ac3c61,multi-session,53,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bf659f65,multi-session,52,3,0.0,0.0,0.0,1.0,0.0,0.6199062332840657,1.0,1.0,0.8099531166420328,1.0,1.0,0.8099531166420328,1.0,1.0,0.8099531166420328,1.0,1.0,0.8099531166420328
gpt4_372c3eed,multi-session,45,3,1.0,0.0,1.0,1.0,0.0,0.38009376671593426,1.0,0.0,0.38009376671593426,1.0,0.0,0.38009376671593426,1.0,1.0,0.585949692725786,1.0,1.0,0.585949692725786
gpt4_2f91af09,multi-session,53,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81507db6,multi-session,50,3,1.0,0.0,1.0,1.0,0.0,0.7601875334318685,1.0,1.0,0.9238850086262381,1.0,1.0,0.9238850086262381,1.0,1.0,0.9238850086262381,1.0,1.0,0.9238850086262381
8a2466db,single-session-preference,50,1,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575
06878be2,single-session-preference,48,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27894294565112987,1.0,1.0,0.27894294565112987
75832dbd,single-session-preference,48,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0edc2aef,single-session-preference,46,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
35a27287,single-session-preference,51,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32260d93,single-session-preference,46,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
195a1a1b,single-session-preference,46,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
afdc33df,single-session-preference,46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.21533827903669653,1.0,1.0,0.21533827903669653
caf03d32,single-session-preference,51,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54026fce,single-session-preference,49,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
06f04340,single-session-preference,55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2103099178571525,1.0,1.0,0.2103099178571525
6b7dfb22,single-session-preference,45,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1a1907b4,single-session-preference,48,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.20584683246043448,1.0,1.0,0.20584683246043448
09d032c9,single-session-preference,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2103099178571525,1.0,1.0,0.2103099178571525
38146c39,single-session-preference,46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
d24813b1,single-session-preference,44,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306
57f827a0,single-session-preference,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2890648263178879,1.0,1.0,0.2890648263178879
95228167,single-session-preference,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23981246656813146,1.0,1.0,0.23981246656813146
505af2f5,single-session-preference,53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163,1.0,1.0,0.38685280723454163
75f70248,single-session-preference,42,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
d6233ab6,single-session-preference,44,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
